"","DS6","DF6","DL6","DR3","DS3","DF3","DL3","DR2","DS2","DF2","DL2","DR6","NF3","NF6","NR3","NR6","BR3","BF3"
"oases2_CL11007Contig1_1",1,3.58717,3.23795,3,1.27245,0,5.35019,0,18.958,19.6856,8,0,322.292,52.8306,36.7442,4.14915,16.01349,195.6632
"oases2_CL11009Contig1_1",24.6934,72.0049,16.7201,6,58,9,25,26.883,18,66.7152,0,5,904.256,455.893,406.121,138.996,219.5596,924.26
"oases2_CL11011Contig1_1",44.572,28.6156,8.67553,5,24.7263,4,0.548023,3.70299,9,33.9258,29,2,289.619,635.097,112.565,136.437,48.2631,304.359
"oases2_CL11012Contig1_1",84.0924,26.8064,20,17.91,19,0,0,4,1,9,0,40.8704,0,10.108,0,18,4.31511,0
"oases2_CL11013Contig1_1",11,7,2,5,13,0,1,2,3,8,48,1,140,140.837,87,50.661,39,136
"oases2_CL1101Contig1_1",91,174,5,5,194,49,14,8,0,293,2,50,1145,927,447,1619,65,832
"oases2_CL11026Contig1_1",0,1,8,1,2,1,7,0,54,3,22,0,23,21,0,0,0,8
"oases2_CL11030Contig1_1",2684.39,1344.86,429.883,174.419,1431.15,206,154.98,116.757,250.949,421.289,310.983,106.844,7914.67,9076.99,6627.85,5983.81,2770.51,7098.9
"oases2_CL11032Contig1_1",18,1,6,7,36,6,13,5,11,41,0,29,8,0,9,5,3,0
"oases2_CL11038Contig1_1",34.1428,13.4924,4,8.64423,85.9911,0,1,26.4941,0.564931,19.7043,0,1,351.157,466.098,660.363,960.199,233.791,424.252
"oases2_CL11046Contig1_1",7,5.65268,7,1,15,0,4,2,11,6,41,1,40.8352,15.7659,48.4648,24.5862,14,16.79218
"oases2_CL1104Contig1_1",21,6,0,37,43.6762,2,2,23,1,43,1,27,0,0,1,0,2,0
"oases2_CL11050Contig1_1",56.0554,33,9,3.00679,90,7,3,3.29375,8,45.556,0,6.2969,460.816,586.08,480.62,463.675,117.3334,318
"oases2_CL11052Contig1_1",154.426,106.983,53.6952,23.9876,311.785,22.7965,38.4738,50.6169,133.82,246.564,202,20.6197,845.572,354.228,422.883,345.066,152.4662,400.171
"oases2_CL11058Contig1_1",2.17292,3.21915,1.1431,2,3.09058,0,0,1.57013,5.17975,12.0106,100.747,0,45.0954,14.2172,43.7783,23.8644,15.67256,62.3689
"oases2_CL11059Contig1_1",7.37323,10.4491,9,17.3729,41.599,2,14,7.17986,107,35.2186,67.6443,6.56981,0,0.358795,3.4121,0,17.23865,1
"oases2_CL11071Contig1_1",214.62,25.1176,32.2909,22.3608,202.046,6.57953,13.7301,12.8646,0,58.9829,48.2035,11.4205,0,19.1508,0,1.03e-05,6.79e-05,4.29653
"oases2_CL11074Contig1_1",9.50621,14.4128,4.6054,2,2.18635,0,9.66855,2.56061,13.192,29.0446,0,1,77.8766,42.6505,17.9211,26.4704,13.05321,120.951
"oases2_CL11079Contig1_1",7.5671,19.0515,4.42294,13.8087,30.1735,4,14.4219,12.7259,43.6041,46.6578,1,15.2815,1,0,0,0,0,0
"oases2_CL11084Contig1_1",2.06732,6,6,7,13,1,31,0,45,22,30,7,1,0,0,0,1,0
"oases2_CL11091Contig1_1",86,49,10,22,285,4,4,28,0,103,0,3,279,364,477,248,182,196
"oases2_CL11098Contig1_1",2597,356.947,49,317,3512,47,148,389,74,1221,516,291,1591,1513,3872,3608,1447.788,984
"oases2_CL11102Contig1_1",100.548,43.7351,10.998,4.86541,95.7683,4.28641,20.2304,94.9128,44.0837,599.912,293.637,7.1931,634.2,566.236,481.304,385.372,213.924,825.958
"oases2_CL1110Contig1_1",12.215,4.73195,0.00613367,14.1083,57.4214,6.56735,1.88252,9.64025,0,64.0296,30,6.77887,109.612,7.45193,100.469,15.5019,43.5916,86.1859
"oases2_CL11120Contig1_1",151,29,10,19,124,1,16,19,30,24,1,1,560,349,461,482,138,270
"oases2_CL11121Contig1_1",2,4,1,7,2,7,1,0,0,48,0,4,22,27,0,23,1,19
"oases2_CL11123Contig1_1",1074.46,517.194,249,187.403,2130.74,122,354.908,221.25,494.908,2654.97,680,296.957,718.962,584.314,873.469,691.451,280.411,407.224
"oases2_CL11128Contig1_1",134,40,31,4,93,0,8,9,5,82,7,4,989.444,647,481,478,193,735
"oases2_CL11132Contig1_1",3.11584,1.14002,6,0,0,1,1.38619,15.9991,2,3,0,0,33.7827,18.3808,1.30144,5.59401,2.88453,43.1075
"oases2_CL11140Contig1_1",131.734,212.626,127.849,16.9792,170.948,21,69,6,56.6859,90.9369,158.716,1,1688.21,1081.6,390.685,180.228,198.1403,1498.646
"oases2_CL11141Contig1_1",44.0193,18,0,47.2376,50,3,1,39.6302,0,37,2,12,4,4,4,1,19,8
"oases2_CL11150Contig1_1",598,359,133,354,8699,116,113,163,119,1040,48,90,2873,2622,7350,3648,2170,2626
"oases2_CL11153Contig1_1",37.3745,11.5989,1,14.2785,30.8084,3,2,4,2,24,0,7,269.166,243.016,304.906,284.664,112.1964,181.5816
"oases2_CL11161Contig1_1",21,9,0,39,62,0,3,26,0,60,1,25,0,0,0,0,0,1
"oases2_CL11164Contig1_1",2,20,3,3,3,13,3,0,4,76,0,0,20,28,3,0,0,21
"oases2_CL11185Contig1_1",33.4506,2,4.71086,36,745.993,23,29,36.8739,27.9615,266,117,3,213.977,11.2948,183.33,14.3803,60.9778,220.094
"oases2_CL11186Contig1_1",129.492,14.5659,8.704,11.782,691.362,2.66815,3.57868,4.82318,9.41561,32.0515,45.9956,0,803.575,883.523,656.218,592.94,223.5424,642.73
"oases2_CL11190Contig1_1",0,2,0,6,1,0,1,5,24,91,63,0,0,0,0,0,0,0
"oases2_CL11209Contig1_1",116.028,28.1492,8.96615,10.8912,93.3337,1.31548,12.8313,26.9723,24.1058,222.844,65,8.07837,97.8527,95.3306,110.502,71.8978,53.7753,101.3699
"oases2_CL11210Contig1_1",0,6.32127,0,1,1.32698,1,2.16859,0,1,1.06699,116.73,2.10075,5.38715,46.9818,11.5607,21.0999,4.41333,14.9296
"oases2_CL11211Contig1_1",431,105,39,54.1961,622.48,31,21,45,26,64.1326,55,12,2064.39,1480.03,2469.19,1835.34,673,1240
"oases2_CL11214Contig1_1",55.3511,15.5024,5,8,1,2,15,4,6,46,0,12.8767,27,25.1358,12,24,10,11
"oases2_CL11217Contig1_2",474,278,147,27,254,32,69,47,76,102,62,26,6824,3984,1925,2835,745,3233
"oases2_CL11224Contig1_1",0,0,0,0,0,0,0,0,37.202,14.1493,23,0,2.32259,2.52613,0,0,0,10.50027
"oases2_CL11226Contig1_1",1,1,1,1,0,0,1,10,0,115,39,0,1.01771,23.8366,2.09417,21.0485,1,2.22658
"oases2_CL11228Contig1_1",20,22,15,6,206,0,37,4,37,43,0,30,7,0,35,17,6,0
"oases2_CL11238Contig1_1",112,171,8,90,798.965,27.4976,7.62772,139,2.01104,547.302,13,26,332.775,329.425,419.498,234.995,188.0477,180.7961
"oases2_CL11247Contig1_1",92,10,9,0,142,3,3,8,12,32,111,7,512.473,519.792,539,533,217,451
"oases2_CL11260Contig1_1",5.57565,0,0,0,15.3833,0,1.2431,0,0,4.17747,64,0,65.9408,0,29.7398,6.28304,21.4655,58.3054
"oases2_CL11260Contig1_2",152,60.8406,20,2,40,9,14,58,42,426,6,31.9462,18.0543,49.9719,22.1101,58.1317,6,13
"oases2_CL11264Contig1_1",1,16,0,0,0,0,2,0,0,61,0,0,0,15,0,0,0,0
"oases2_CL1126Contig1_2",148,65,105,5,238,2,20,160,16,134,51,4,1635,980,735,438,344,1228
"oases2_CL11273Contig1_1",7.1072,1,0,0,0,0,1.54847,0,0,5.93595,60.6214,2,9.70786,0,8.3046,3.5868,12.3115,12.14148
"oases2_CL11276Contig1_1",29.9262,8.82634,0,4.96052,5.60899,0,0,0,0,3,0,0,12.5757,3.93428,13.5339,3.46454,3.26862,9.53006
"oases2_CL1128Contig1_1",575.862,245.472,39,25,118,16,6,38.9484,11.8908,127.918,7,17,1594.49,1857.82,455.179,979.312,179.2487,1215.609
"oases2_CL11299Contig1_1",0,0,0,0,2.23792,0,0,0,0,2,0,0,15.2658,1.71456,53.8193,1.42436,5.64621,57.3177
"oases2_CL11308Contig1_1",17,0,0,0,0,0,0,3,0,2.72159,1,0,2.69677,35.9435,3.81e-07,112.712,10.55902,10.47374
"oases2_CL1131Contig1_1",5,112,16,11,14,312,35,14,5,988,15,2,830.3,905.301,6,1,4,273
"oases2_CL1132Contig1_1",37.2272,2.97435,0,4,43.3413,0,2,1,4,11.9253,0,2,106.567,29.4592,90.5918,34.0673,34.8105,84.3648
"oases2_CL11330Contig1_1",10,1.08362,1,0,18,0,1,1,0,5,9,2,34.8978,29.6833,53.7457,28.9431,19.81754,30.69745
"oases2_CL11344Contig1_1",0,0,0,0,3,0,0,0,0,3,0,0,45.0821,1.0206,39,2.06475,12.50271,9.4232
"oases2_CL11347Contig1_1",25.2041,4.89335,1,0,0,0,0,4.30503,2,7.32403,0,1.71003,48.0129,8.52182,28.7846,5.16846,4.868,26.0762
"oases2_CL11372Contig1_1",180,35,8,4,24,4,5,4,11,15,2,17,271,445,331,866,109,144
"oases2_CL1137Contig1_1",145.927,177.069,58.6802,4.47946,6.69723,3.01268,4.66675,34.3021,111.252,708.617,105.496,15.5977,535.593,328.786,122.223,64.8513,52.1595,481.919
"oases2_CL11388Contig1_1",0.414725,0.524403,1.78124,0,0,0,2.51317,0,2,0,0.125858,0,53.2164,65.3134,1,1.6781,0,93.1484
"oases2_CL11391Contig1_1",5,24,0,0,0,7,1,0,0,16,0,0,408,392,23,22,2,291
"oases2_CL11399Contig1_1",14,3,3,5,16,0,0,4,0,11,1,0,0,2,1,0,0,4
"oases2_CL113Contig1_1",19,4,0,11,45,0,0,21,0,15,0,6,0,0,0,0,2,0
"oases2_CL113Contig3_1",16.7164,9,1,42.8511,34.7911,0,0,15.9763,0,49.9496,1,14.6081,0,0,0,0,3,1
"oases2_CL11418Contig1_1",5,6,0,0,16,1,1,4,0,10,0,2,11,4,17,12,3,5
"oases2_CL11449Contig1_1",40.4458,5.91229,0,18.6878,36.7539,0,1,22.6378,0.552828,8.32183,0,4.24238,0,0,1.18131,1.49013,1.87999,0
"oases2_CL11451Contig1_1",17,4,1,19,4,0,0,13,2,11,0,5,0,0,0,0,2,0
"oases2_CL11455Contig1_1",42,23,4,4,250,2,3,11,0,12,20,6,138,174,279,253,134,170
"oases2_CL11496Contig1_1",6,1,0,15,13,0,0,14,0,5,0,10,0,0,0,1,6,3
"oases2_CL11499Contig1_1",376,145,53,66,425,24,59,41,66,222,244,48,1787,796,1601,1103,524,758
"oases2_CL11538Contig1_1",1.02516,1.03709,1,1,0,3,2,1,46,48.645,114,0,74.5274,2.00472,0,0,0,74.459
"oases2_CL11547Contig1_1",0,0,0,0,2,0,0,5,0,2,0,0,43.4047,0,38.7335,2,11.17987,50.9998
"oases2_CL11553Contig1_1",10,2,1,41.808,42,0,2,35,1,24,0,10,0,0,0,0,3,0
"oases2_CL1159Contig1_1",10.776,2,0,5.33186,20,4.24497,6.40715,6,16.5372,48.1065,0,2.34262,12.6159,3.96857,7.13505,7.48135,12.46662,5.70714
"oases2_CL1161Contig1_1",22.1283,10.1203,7.40616,16,16.0976,2,11.4128,5.09488,28.3733,113.493,20,11.4103,12,4,9,19,5,8
"oases2_CL11628Contig1_1",0,0,0,0,18,1,0,4,2,1,0,1,30,0,16,1,7,6
"oases2_CL1165Contig1_1",29.3851,3.85251,4.08214,30.8753,467.309,6,30.9227,5.39497,89.6867,157.099,144.761,3,38.0258,2.89748,37.5637,2.44783,21.69947,30.4845
"oases2_CL11671Contig1_1",11,0,0,11,4,0,1,12,1,13,0,4,0,1,0,0,0,0
"oases2_CL11690Contig1_1",9,0,0,25,16,0,0,25.1115,1,38.9734,1,10,0,0,0,0,2,1
"oases2_CL11711Contig1_1",17.5662,3,1,3,4,1,6,9,7,24,0,1,4.10406,98.9228,8.02734,82.6407,0,3.13363
"oases2_CL11713Contig1_1",0,0,0,0,4.40829,0,0,0.68697,4,1.47716,0,0,11.6096,2.72777,15.3328,17.6818,0.265823,0
"oases2_CL11722Contig1_1",4.78642,1.41762,0,0,11.2051,0,1,0,0,0.274863,25,0.814572,22.6062,10.7177,25.2161,21.3804,14.61369,24.3551
"oases2_CL11723Contig1_1",22.0118,19.502,1.96534,1.23355,1.84461,1.36524,4.24179,8.61809,32.107,25.6605,73,14.2211,8.04207,29.5409,9.78349,67.5444,2.46989,1.33858
"oases2_CL11726Contig1_1",1,14,3,1,12,1,0,1,0,23,0,0,3,5,0,0,0,3
"oases2_CL1176Contig1_1",9,11,0,1,10,5,2,3,4,42,0,1,44.4712,10,20,18,10,18.26811
"oases2_CL1178Contig1_1",8331,670,69,409,1690,188,83,196,68,404,612,288,15317,13013,30650,21913,11024,12498
"oases2_CL11791Contig1_1",12.5508,9.71232,2.48672,1.85956,48.7726,1.51682,10.1079,4.78288,13.1344,82.5365,0,3.77842,67.5397,39.212,23.5299,25.4985,8.53973,31.7392
"oases2_CL11794Contig1_1",179.395,49,11,18,131,7,8,26,41,93.831,209,21,1205.35,693.17,931.531,923.075,327.449,760.456
"oases2_CL11801Contig1_1",0,4,0,0,6,0,0,1,0,9,0,0,31,6,18,4,10,39
"oases2_CL1183Contig1_1",12,9.3726,1,13,119.4,0,0,46,1,217.912,0,7.58731,5.38454,12.5081,19.4929,15.6109,10.52505,0
"oases2_CL1185Contig1_1",346,122,65,12,225,22,17,23,30,102,133,17,1482,1235,1016,890,340,835
"oases2_CL11870Contig1_1",0,0,0,0,0,0,0,2.04246,0,1.0433,0,0,9.7873,0.335555,37.4527,9.20715,25.9009,42.2298
"oases2_CL1187Contig1_1",188.139,89.7402,3,305.636,342.307,7,15.703,95.8159,7,83.7553,3,38,12.7648,3,16.3029,0,75.4595,16.9376
"oases2_CL118Contig1_1",69,42,7,84,117,7,7,52,10,85,1,30,7,1,15,4,40,2
"oases2_CL1190Contig1_1",219.729,155.238,44.2489,20.0635,132.171,1.65509,19.2332,82.848,40.2612,133.791,28,21.6766,1203.36,1569.11,1539.78,1354.52,752.119,972.788
"oases2_CL11940Contig1_1",41,9,0,39,45,0,3,19,2,10,0,4,1,1,10,2,15,0
"oases2_CL1195Contig1_1",69.7767,33.4434,0,74.8027,165.113,5.81512,2.55691,48.8541,0,68.6941,1,18.0364,1.43313,0,0,1,12.87315,1
"oases2_CL11976Contig1_1",65,37,4,6,174,9,1,9,16,46,0,4,1222,1539,1369,1120,406,1019
"oases2_CL1202Contig1_3",0,1,1,2,8,0,19.7826,10.6681,6,17.3934,0,0,30.893,0,15.3152,0,13.36889,35.3708
"oases2_CL12038Contig1_1",5.35266,14.639,1.32941,0,0,0,2.0907,9.19512,0,29.3114,0.397116,0,203.426,159.119,47.4974,39.4563,46.9922,207.3912
"oases2_CL1203Contig1_1",8,505.316,236.239,12.7993,13.7639,116.715,722.054,9,1199.76,348.602,561,6,1250.32,1820.31,1.24902,1.66358,4,769.248
"oases2_CL12049Contig1_1",101,34,5,14,150,14,18,14,8,80,0,14,326,151,360,204,104,187
"oases2_CL1205Contig1_1",169.207,190.256,2.93532,8.87953,156.795,29.518,2.93818,6,2,163.264,133,2.92951,1817.28,4812.81,977.777,566.857,174.6621,2839.78
"oases2_CL12106Contig1_1",0,6,0,0,5,1,1,0,1,9,0,0,156,139.84,27,36,8,120
"oases2_CL12109Contig1_1",64,0,0,0,13,0,0,2,0,1,0,2,9,11,35,50,27,1
"oases2_CL12124Contig1_1",46.6939,5.95686,0,0,0,0.973792,2,0,0,6.97854,0,0,15.7176,4.89805,0,9.37198,1,11.84003
"oases2_CL12126Contig1_1",10,20,17.5866,0,14,8,14.6312,2,40,29,60,1,253.459,231.096,28.9864,15,10,165.6902
"oases2_CL12137Contig1_1",101.774,54,38.5743,70.9876,64.9495,0,13.2864,82.3789,14.3128,84.8665,0,119.908,6.0374,3.80123,19.0119,19.3318,28.99499,0
"oases2_CL12149Contig1_1",9,2,0,0,9.8623,0,0,7.92958,0,13.1057,80,0,91.2118,42.3958,86.6164,57.5882,31.8618,110.91
"oases2_CL1222Contig1_1",112,49,10,5,170,1,1,1,1,20,33,1,1351,1385,1082,823,256,1007
"oases2_CL12232Contig1_1",90.2645,149.418,55.5022,239.364,266.365,16.6271,74.2857,84.3135,86.7161,98.2635,32,52.2487,34.3167,11,183.154,80.3424,94.0701,20.63445
"oases2_CL12232Contig1_2",52.3843,42.9892,16.8514,145.675,356.111,51.9488,44.4335,189.128,54.1242,194.187,56,14.8467,261.221,36.2567,343.802,44.2371,237.693,173.6483
"oases2_CL1223Contig1_1",1,5,0,41.6444,28,0,2,15,0,26,1,5,2,0,0,0,4,1
"oases2_CL12243Contig1_1",0,3.33137,0,1.81785,22.7971,2,2,27.0004,2,20.9143,12,0,104.264,12.2504,117.254,13.6177,80.7047,53.0929
"oases2_CL1226Contig1_1",4.30922,13.898,4.49086,0.459303,15.6575,0,6,1,8,15.045,0,0,221.894,198.119,41.9949,19.954,25.57749,198.2441
"oases2_CL12300Contig1_1",22.9745,12.8736,0,11.0595,31.9433,0,0,5.00551,9.16252,42.6692,24.9642,5.59676,28.2438,19.2155,39.7717,27.6455,20.2993,7.38819
"oases2_CL12309Contig1_1",25,8,1,0,0,0,0,1,4,0,0,3,144.889,116.902,159,249,34,52
"oases2_CL1233Contig1_1",0,227.357,42.4722,0.574829,0,197.377,14.2755,0,13.7386,26.493,1,0.189371,3555.54,1294.89,28.8143,0,6.92999,2444.26
"oases2_CL12348Contig1_1",47.5246,13.814,0.726222,83.3309,221.306,0.0533509,5.7997,63.7926,5.40455,36.6329,50.5854,19.5706,0,0,1,0,1.42835,1.47165
"oases2_CL12349Contig1_1",0,2,0,1,0.382167,2,0,0,0,2.84818,34,0,36.253,18.4938,13.0455,25.3328,7.88297,20.42381
"oases2_CL12384Contig1_1",56.6979,18.6434,5.73845,3.5188,22.5086,0,2.48282,5.08855,6.61908,72.6759,0,13.7312,19.409,20.2953,30.1668,48.0697,6.75212,12.81753
"oases2_CL12401Contig1_1",129.325,16.0246,8.75717,5,16,0,1,1,4,9.50909,2,1,443.974,910.337,326.79,327.186,87.5317,337.477
"oases2_CL12402Contig1_1",21,2,6,1,2,1,0,2,6,23,0,3,11,13,0,6.53548,0,5
"oases2_CL1240Contig2_1",0,0,0,1,1,0,0,0,0,0,50,0,21,0,15.4598,1,8,15
"oases2_CL12414Contig1_1",26,1,0,52,337.231,11,36,77,39,120.926,45,1,217.437,0,446.627,14.4681,142.1647,127.5119
"oases2_CL12434Contig1_1",16,3,0,13,20,0,1,1,1,9,48,6,0,0,1,0,0,0
"oases2_CL1245Contig1_1",5,6,1,5,9,0,4,12,13,24,0,10,0,2,0,2,1,0
"oases2_CL1250Contig1_1",5,0,0,18,16,0,0,7,0,33,47,3,0,0,0,0,2,0
"oases2_CL12512Contig1_1",20,11,0,44.8726,51.966,0,2,25,0,14.287,21,9.12744,3.81442,0,8,0,17.41653,1
"oases2_CL12517Contig1_1",1,0,1,14,12,0,31.4022,12.4744,26.3205,80.1508,0,1,2,0,0,1,1,5
"oases2_CL12520Contig1_1",4,5.14152,0,1,13.9811,0,0,1,8,8,0,0,15.9581,10.3653,16.3986,12.3234,2.54125,17.55599
"oases2_CL12537Contig1_1",0,1,0,0,0,0,1,0,3,4.27212,0,0,56.1353,61.4747,1,1,0,59.178
"oases2_CL12549Contig1_1",7.27059,0,1.72927,0,4.72248,0,0,0,4,3.15082,0,0.978775,13.0406,18.7468,8.9363,7.43757,5.358548,12.3578
"oases2_CL12556Contig1_1",0,1.04575,0,2.30021,10.4242,8.98097,6.36506,4.46719,1.30473,23.3736,0,0,117.841,25.394,111.811,31.625,49.8371,47.6595
"oases2_CL12569Contig1_1",38.6988,4.67233,0,1,22.247,0,0.681474,3,0.392497,14.7939,0,5.04749,10.6502,7.74319,57.0256,6.7532,13.16509,2.42776
"oases2_CL12570Contig1_1",0,0,0,2,29,0,0,0,4,4,1,0,74.0051,14,77,14.9251,20.60156,52
"oases2_CL12583Contig1_1",16,18,5,4,43,2,3,5.74898,8,20.8473,0,3,191.034,129.374,168.201,132.649,47.8153,101.6145
"oases2_CL12625Contig1_1",8,1,0,27,41,0,3,12,0,5,0,6,1,0,0,20,4,0
"oases2_CL12637Contig1_1",4.7866,0,0,3,13.9274,0,0,1.70261,3,0,0,0,53.583,11.0323,40.0395,19.7665,20.19927,42.3772
"oases2_CL12639Contig1_1",0,3.91923,0,0,0,0,3.05638,4.34333,1,0,0,0,13.0014,35.2382,14.0795,15.2653,6.21463,18.9786
"oases2_CL126Contig1_1",2.11457,13,10,12,15,11,43,2.34142,19,42,0,8,0,0,0,0,1,0
"oases2_CL126Contig2_1",1,37,12,5,3,3,34,9,26,41,29,13,1,0,0,0,1,0
"oases2_CL12707Contig1_1",5,4,0,6,12,0,1,25,0,22,0,11,0,0,0,0,0,0
"oases2_CL12727Contig1_1",15,0,0,19,32,0,0,9,0,16,1,3,1,0,2,0,4,1
"oases2_CL12752Contig1_1",3,4,1,4,40,0,2,7,13,50,0,4,2,1,6,1,2,0
"oases2_CL12772Contig1_1",4,1,0,6,21,1,2,4,0,12,62,0,0,0,0,0,1,0
"oases2_CL12780Contig1_1",15,7,3,0,11,1,0,2,8,3,0,1,130,32,40,36,34,63
"oases2_CL12781Contig1_1",30,4,1,29,26,10,2,33,5,303,112,10,0,0,0,0,0,0
"oases2_CL12791Contig1_1",0,1,0,0,0,0,0,0,0,3,0,0,32,15,0,0,0,23
"oases2_CL127Contig2_1",15,16,0,16,34,0,1,59.7994,28,170,128,11,0,0,0,0,2,0
"oases2_CL12808Contig1_1",20,4,0,32,25,9,5,18,0,32,0,22,0,0,0,0,1,0
"oases2_CL12814Contig1_1",45.3425,15.2561,11.82,2,33.3649,0,5,6,18.701,22.7727,8.97926,4.65367,0,15.1456,0,5.4262,0,0
"oases2_CL12832Contig1_1",0,0,0,0,3,3,0,4,0,0,0,0,42.2106,3,43.01,5,25.1543,59
"oases2_CL1283Contig1_1",184.122,33.7203,129.929,294.622,2592.43,79.2551,922.169,269.705,643.123,2276.04,1054.49,31.167,1183.38,1117.86,1055.98,612.912,280.613,643.395
"oases2_CL12867Contig1_1",14,17,1,10,5,3,18,2,6,14,0,12,3,0,5,0,4,2
"oases2_CL12883Contig1_1",0,1.15552,0,5,11,3,0,2,3,8.2183,60,2.22696,202.359,33.6702,111.587,15.0616,62.5122,139.5249
"oases2_CL12886Contig1_1",1,1,0,0,0,0,0,11,14,32,89,2,2,18,1,15,0,0
"oases2_CL12891Contig1_1",3.4845,7.30853,0,0,8.53863,0,0,5.68186,0,28.6008,0,2,37.8755,76.1243,48.4282,83.2488,16.72121,29.1574
"oases2_CL1289Contig1_1",40,2,0,61,74,3,4,39,1,33,0,17,0,1,8,0,15,1
"oases2_CL12902Contig1_1",6,10,0,34,16,0,1,15,0,20,0,9,0,0,0,0,1,0
"oases2_CL12908Contig1_1",0,0,0,0,9,0,0,1,0,1,12,0,38,0,29,0,7,42
"oases2_CL12919Contig1_1",7.56633,1.72542,1.08236,1,0,0,0,1.48824,0,6.21665,0,0,7.80814,26.3889,9.34299,20.9145,11.07862,26.3614
"oases2_CL1294Contig1_1",50,26,1,50,48,2,3,48,1,111,1,37,0,0,0,0,3,0
"oases2_CL12959Contig1_1",43,12.9773,0,43,68.648,1,3,21,0,25,2,7,0,0,2,0,14,2
"oases2_CL12974Contig1_1",0,1,2,9,10,0,0,4,6,1,41,3,59,4,28,14,10,23
"oases2_CL12986Contig1_1",6,2,0,7,9,0,0,49,57,100,68,1,0,0,0,0,4,0
"oases2_CL1298Contig1_2",89.4641,46.7787,0,112.308,177.661,2,1.12656,63.392,1.13759,37.6053,18,24.2574,3,0,2,0,40.3043,11.28775
"oases2_CL12997Contig1_2",402,84,25,14,399,14,22,11,26,95,59,17,1131,785,1250,1036,444,753
"oases2_CL129Contig1_1",0,19.802,15,0,0,0,7,3.14078,7,7.05228,0,0,467,609.988,0,0,0,411
"oases2_CL12Contig1_1",491.671,198.881,9.97729,703.897,1124.4,25.9078,47.803,395.168,37.2788,377.318,154.231,191.608,105.606,68.5845,180.15,115.542,423.612,98.9648
"oases2_CL12Contig3_1",146.167,53.6954,3.4353,266.804,325.367,6.72674,18.3878,112.84,2,88.0086,83.5502,54.0418,14.4699,1.06731,8.35245,3.57381,109.188,8.48915
"oases2_CL13002Contig1_1",20,14,6,26,47,1,5,4,6,10,0,11,2,1,1,0,11,8
"oases2_CL13032Contig1_1",15,3,0,16,50,0,0,6,0,11,0,6,0,5,0,6,2,0
"oases2_CL13047Contig1_1",8.02308,4.7835,2,2,2,1,1,2,2,1,0,1,63.5122,65.5158,11.2747,46.3391,15,20.72461
"oases2_CL13050Contig1_1",1,1,0,20,18,0,0,11,0,24,0,2,0,0,0,0,1,0
"oases2_CL13058Contig1_1",9,3,0,4,12,0,4,10,4,36,0,3,17,4,13,9,3,7
"oases2_CL13067Contig1_1",0,4,0,0,3,4,0,1,0,32.0603,0,0,90.5329,11.9404,1,0,0,55.8535
"oases2_CL13091Contig1_1",0,0,0,1,6,0,1,1,0,3,0,0,26.2864,3,16,2.03807,23.5694,38.4459
"oases2_CL13106Contig1_1",11,2,0,1.10018,5.3746,0,1.07699,4,5.37202,6.18158,0,0,51.2685,30.3628,39.8464,39.5279,6.97681,13.78368
"oases2_CL13118Contig1_1",13,9,0,4,17,0,0,5,8,25,26,5,10,11,22,8,5,10
"oases2_CL1312Contig1_1",13.6605,2.06535,0,6.10297,12.1754,0,0,6.41928,0,10.2857,0,2.08528,0,0,0,0,6.21666,0
"oases2_CL13131Contig1_1",34,11,4,0,24,0,0,0,3,19,94,2,257.529,1103.61,304.535,891.681,58.2606,114
"oases2_CL13138Contig1_1",4,2,1,0,14,0,2,11,0,7,29,0,37,16,19,12,7,23
"oases2_CL13144Contig1_1",0,0,0,0,0,0,6,1,20,11,23,0,5,0,1,0,0,11
"oases2_CL13179Contig1_1",1,4,0,15,12,0,1,3,0,16,0,12,0,0,0,0,0,2
"oases2_CL13190Contig1_1",6,1,0,0,0,0,0,0,0,12,0,0,0,90.6604,0,42.706,0,0
"oases2_CL13194Contig1_1",2,0,0,7,14,0,1,3,0,10,2,4,8,0,27.6853,12,10,0
"oases2_CL13197Contig1_1",13.7608,4.16803,2.66502,5.97293,128.314,0,2.05704,50.5694,55.4455,433.092,0,3.42413,77.521,0,124.508,1.22074,17.14607,37.5684
"oases2_CL131Contig1_1",988.376,126.139,14.2076,385.374,815.178,23,15,596.422,30.7028,200.475,51,279.969,88.8299,38.5945,2442.61,2800.07,1161.985,91.3842
"oases2_CL131Contig2_2",999,174,12,562,1166,20,16,341,26,218,107,355,111,46,5154.97,3621.24,2181.48,105
"oases2_CL13209Contig1_2",15.6119,0.799302,2.80281,14.0352,166.468,0.569873,0,9.52649,1,0,0,1.83763,3,0,50.4578,3.841,26.25941,0
"oases2_CL13227Contig1_1",6,1,0,2,30,0,4,12,27,73,16,0,3.05495,0,2,2,1,3
"oases2_CL13244Contig1_1",10,14,5,6,5,0,2,5,12,32,0,2,15,18,10,14,4,9
"oases2_CL13262Contig1_1",8,0,0,0,0,0,1,1,0,11,0,0,4,12,7,13,6,5
"oases2_CL13277Contig1_1",1.32831,0,0,0,0,0,0,6.27893,13.868,158.746,39,0,0,0,0,0,1.29041,0
"oases2_CL13296Contig1_1",17,3,0,5,6,2,1,12,0,14,0,10,1,0,8,8,4,0
"oases2_CL132Contig2_1",160.774,105.383,3.94121,236.589,388.554,10.3375,26.8805,127.884,12.3065,164.078,60.3692,67.8763,47.7788,34.2371,35.3216,28.6957,130.9453,23.06644
